1,14.1,0.46,8.45,,,,,,,0
2,3.7,0.46,14.8988425925926,,,,,,,
3,7.1,0.47,13.5988425925926,,,,,,,
4,9.3,0.47,13.1986111111111,,,,,,,
5,7.1,0.48,16.099537037037,,,,,,,
6,1.2,0.48,13.9990740740741,,,,,,,
7,11.7,0.49,11.7,,,,,,,
8,26.2,0.49,18.7988425925926,,,,,,,
9,33.6,0.5,32.999537037037,,,,,,,
10,51.1,0.5,44.6002314814815,,,,,,,
11,4.1,0.54,27.6009259259259,,,,,,,
12,2.7,0.55,21.7990740740741,,,,,,,
13,0.2,0.56,17.4988425925926,,,,,,,
14,0,0.56,14.7002314814815,,,,,,,
15,0,0.56,13,,,,,,,
16,3.6,0.56,11.7,,,,,,,
17,0.1,0.56,11.6006944444444,,,,,,,
18,16.5,0.56,10.9988425925926,,,,,,,
19,0.2,0.55,16.3011574074074,,,,,,,
20,0,0.55,10.9988425925926,,,,,,,
21,0.2,0.49,9.50023148148148,,,,,,,
22,0.5,0.48,9.15115740740741,,,,,,,
23,0,0.48,8.64861111111111,,,,,,,
24,0,0.47,8.25138888888889,,,,,,,
25,0,0.47,7.70069444444445,,,,,,,
26,0,0.47,7.39976851851852,,,,,,,
27,0,0.48,7.05069444444444,,,,,,,
28,0,0.48,6.80092592592593,,,,,,,
29,0,0.49,6.5,,,,,,,
30,3.6,0.49,6.25023148148148,,,,,,,
31,0,0.5,6.40069444444444,,,,,,,
32,0,0.53,6.15092592592593,,,,,,,
33,0,0.54,5.75069444444444,,,,,,,
34,0,0.55,5.35046296296296,,,,,,,
35,0,0.57,5.04953703703704,,,,,,,
36,0,0.58,4.8900462962963,,,,,,,
37,0,0.59,4.69143518518519,,,,,,,
38,3.6,0.6,4.35138888888889,,,,,,,
39,1.9,0.61,4.14074074074074,,,,,,,
40,5.6,0.63,4.14074074074074,,,,,,,
41,1,0.64,4.14074074074074,,,,,,,
42,0,0.64,4.14074074074074,,,,,,,
43,5.8,0.66,4.1587962962963,,,,,,,
44,0,0.67,5.44976851851852,,,,,,,
45,0,0.69,5.39861111111111,,,,,,,
46,11.3,0.71,9.55138888888889,,,,,,,
